ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2018,1,Fundadores,Residencial,4,13.72,225
2016,12,Bengala,Servicios Especiales,Servicios Especiales,6,1
2017,8,Los Alcazares,Comercial,Comercial,34,13
2016,3,La Francia,Servicios Especiales,Servicios Especiales,51.25,4
2016,7,Vereda Alto Corinto,Residencial,3,0,1
2016,3,Uribe,Comercial,Comercial,6.26,31
2017,7,Santa Helena - Conjunto La Estacion,Comercial,Comercial,43.23,39
2017,3,Ciudadela La Linda,Rural,2,10.5,2
2017,10,Camelia,Servicios Especiales,Servicios Especiales,9.6,5
2016,8,Eucaliptus,Residencial,2,11.04,338
2016,12,Guamal,Residencial,1,8.25,4
2017,3,Bella Montaña (Hosp G. - Esc),Oficial,Oficial,60,2
2018,2,Los Rosales,Servicios Especiales,Servicios Especiales,18.75,8
2017,3,Vereda El Arenillo,Industrial,Industrial,8.4,5
2016,11,Vereda Quiebra de Velez,Rural,3,12,4
2017,8,Vereda El Arenillo,Comercial,Comercial,130.67,3
2018,4,Los Alcazares,Residencial,4,11.18,861
2018,4,Vereda Guacas,Rural,1,10.92,66
2016,5,Centro,Oficial,Oficial,41.01,68
2016,8,Bengala,Residencial,2,9.05,498
2018,6,Minitas,Industrial,Industrial,8,1
2016,10,Vereda Quiebra de Velez,Rural,4,35.5,4
2016,2,Alta Suiza,Residencial,3,3.17,649
2018,1,CampoHermoso (Univ. Mzles),Industrial,Industrial,0,1
2017,4,las Colinas,Residencial,2,12.6,444
2017,10,Kennedy,Comercial,Comercial,7.4,5
2017,11,Granjas de Estambul,Residencial,2,6,2
2017,10,Uribe,Servicios Especiales,Servicios Especiales,228.67,3
2017,12,Vereda Alto Tablazo,Rural,2,16.11,72
2017,5,Villapilar,Residencial,2,19.12,17
2018,2,Palermo,Servicios Especiales,Servicios Especiales,7.33,6
2017,8,Vereda El Arenillo,Rural,2,13.59,102
2016,3,Residencias Manizales,Industrial,Industrial,8,1
2017,2,Aranjuez,Residencial,3,12.57,877
2016,11,CampoAmor,Oficial,Oficial,42.33,3
2017,9,Villapilar,Residencial,4,9.1,1976
2016,7,Vereda Minitas,Rural,4,19.5,2
2018,4,Los Agustinos,Servicios Especiales,Servicios Especiales,68.67,3
2018,3,Colinas del Viento,Residencial,6,0,1
2017,6,Bella Montaña (Hosp G. - Esc),Suministro a Constru,Suministro a Constru,0,1
2018,1,Alta Suiza,Residencial,6,8.13,515
2016,4,Vereda La Violeta,Comercial,Comercial,6,2
2018,1,Sinai,Residencial,1,4.5,2
2016,1,Vereda Hoyo Frio,Rural,1,16.86,7
2016,4,Los Agustinos,Residencial,5,31.67,6
2017,10,El Caribe,Servicios Especiales,Servicios Especiales,38,2
2017,1,La Leonora,Oficial,Oficial,21,2
2016,11,Vereda El Guineo,Rural,1,5.33,3
2017,6,Persia,Residencial,3,7.74,184
2017,11,Vereda Quiebra de Velez,Residencial,1,2.75,4
2016,2,Vereda Cuchilla del Salado,Rural,2,11.58,186
2016,9,Vereda Hoyo Frio,Rural,3,12.5,2
2016,2,Vereda San Peregrino,Rural,2,15.68,109
2017,10,Vereda Quiebra de Velez,Comercial,Comercial,0,1
2017,3,CampoHermoso (Univ. Mzles),Oficial,Oficial,98.75,4
2017,1,La Florida,Residencial,1,11.19,27
2016,1,Centenario,Residencial,2,9.82,11
2017,6,Vereda Minitas,Rural,2,13.71,7
2017,6,Bosques de Niza,Residencial,4,10.79,463
2017,3,Kennedy,Residencial,1,18.67,3
2016,4,Caserio La Enea,Residencial,4,7.57,35
2018,2,El Campin,Residencial,4,11.72,246
2018,4,Vereda Agua Bonita,Rural,3,12,6
2017,8,Centro,Servicios Especiales,Servicios Especiales,52.26,23
2017,2,Vereda Morrogordo,Industrial,Industrial,12.67,3
2016,11,Minitas,Oficial,Oficial,26.4,5
2017,9,Campamento,Residencial,1,0,1
2018,2,Vereda Manzanares,Oficial,Oficial,7.5,2
2016,5,Santa Helena - Conjunto La Estacion,Residencial,2,7.17,6
2016,1,Topacio,Residencial,1,19,1
2017,11,Galan,Residencial,2,14.25,55
2016,8,Fundadores,Residencial,4,14.15,223
2018,6,Vereda Bajo Tablazo,Rural,4,17,9
2016,3,El Caribe,Servicios Especiales,Servicios Especiales,37,2
2016,7,Colseguros,Oficial,Oficial,89,1
2018,2,La Rambla,Industrial,Industrial,211,1
2018,2,Vereda El Aventino,Rural,1,12.65,43
2018,1,Vereda La Linda,Rural,3,15.93,42
2017,8,SanCancio,Oficial,Oficial,6,1
2017,11,Los Cedros,Residencial,2,10.38,16
2016,11,Alferez Real,Residencial,2,24.5,2
2016,7,La Estrella,Residencial,6,8.25,154
2018,1,Los Alamos,Residencial,4,7.5,2
2017,4,Los Agustinos,Residencial,4,10.02,94
2016,12,Vereda Bajo Corinto,Industrial,Industrial,76,1
2016,10,Vereda Alto Tablazo,Rural,1,9.8,20
2017,11,Centenario,Residencial,3,11.88,265
2018,5,Vereda La Aurora,Oficial,Oficial,12.33,3
2018,2,Santa Helena - Conjunto La Estacion,Comercial,Comercial,41.82,39
2018,5,San Jose,Servicios Especiales,Servicios Especiales,9,3
2018,2,San Sebastian (I - II Etapa),Suministro a Constru,Suministro a Constru,145,2
2017,2,San Joaquin,Residencial,2,12.31,39
2017,9,Vereda Bajo Tablazo,Rural,3,15.22,74
2017,6,Centro,Oficial,Oficial,44.46,68
2017,6,Vereda Cascarero,Rural,1,4,2
2016,7,La Asuncion,Residencial,1,4,3
2018,2,Fatima,Residencial,1,6.4,5
2017,3,La Enea,Residencial,2,12.94,119
2016,10,Vereda Alto Tablazo,Industrial,Industrial,151.25,4
2017,5,Los Agustinos,Residencial,4,10.19,94
2017,10,Estambul,Comercial,Comercial,55,16
2017,11,Vereda La China,Industrial,Industrial,8.38,8
2016,8,La Avanzada,Suministro a Constru,Suministro a Constru,249,1
2016,4,Vereda El Chuzo,Rural,2,5.39,23
2016,11,las Delicias,Residencial,1,6,1
2016,6,Vereda La Violeta,Rural,1,5.74,34
2016,3,Alhambra,Residencial,6,14.68,285
2017,8,Centenario,Residencial,3,13.32,265
2018,3,Morrogacho,Residencial,1,15.08,49
2017,10,Estrada,Residencial,1,10.13,77
2017,4,Vereda Quiebra de Velez,Rural,3,10.5,4
2018,2,Vereda Cueva Santa,Rural,4,9,1
2018,2,Santa Helena - Conjunto La Estacion,Servicios Especiales,Servicios Especiales,69.83,6
2018,3,Zona Industrial,Residencial,4,9.5,2
2017,9,Versalles,Oficial,Oficial,295.83,12
2016,10,VillaCarmenza,Comercial,Comercial,4.43,7
2017,7,El Caribe,Comercial,Comercial,16.14,7
2017,9,Betania,Servicios Especiales,Servicios Especiales,13,1
2016,8,Fatima,Comercial,Comercial,21.97,29
2016,8,Vereda El Aventino,Rural,2,13.9,67
2017,1,Vereda La Siria,Rural,3,1,2
2016,12,La Francia,Residencial,5,7.06,145
2018,2,Villa del Rio,Residencial,3,7,2
2018,1,Vereda Morrogacho,Rural,4,71,1
2016,9,Vereda La Linda,Rural,5,8,1
2017,4,Colon,Industrial,Industrial,50.5,2
2016,12,Sacatin,Rural,1,6.33,3
2018,1,Milan,Oficial,Oficial,21.5,2
2017,9,Centro,Residencial,2,38,1
2017,12,SanCancio,Servicios Especiales,Servicios Especiales,69.96,24
2017,1,La Avanzada,Comercial,Comercial,16,1
2017,11,Vereda La Cabaña,Rural,6,10.6,5
2018,3,Vereda Manzanares,Rural,5,4,1
2017,9,Aranjuez,Oficial,Oficial,49,11
2016,6,Bosques del Norte,Residencial,2,9.3,1617
2017,4,20 de julio,Residencial,2,16.04,164
2017,7,Vereda La Trinidad,Rural,4,17,13
2018,1,Las Americas,Residencial,4,12.08,12
2018,7,Centenario,Residencial,2,10.5,10
2017,6,Vereda Morrogacho,Rural,1,10.27,30
2017,6,Sinai,Residencial,1,6,2
2018,5,Cerros de la Alhambra,Industrial,Industrial,43,1
2016,1,Vereda La Cabaña,Rural,5,17.97,35
2018,4,VillaHermosa - La Playa,Residencial,1,20.67,3
2018,1,Vereda Cuchilla del Salado,Rural,2,13.56,198
2017,5,Residencias Manizales,Residencial,4,11.14,643
2017,12,Peralonso,Comercial,Comercial,18,3
2018,2,Vereda Patio Bonito,Oficial,Oficial,15,1
2017,2,Vereda Minitas,Servicios Especiales,Servicios Especiales,370,1
2017,12,Zona Industrial,Suministro a Constru,Suministro a Constru,0,1
2018,1,Peralonso,Comercial,Comercial,18.67,3
2016,5,Cervantes,Servicios Especiales,Servicios Especiales,2,1
2016,2,Vereda Guacas,Rural,2,12.71,59
2016,11,La Sultana,Oficial,Oficial,62.14,7
2017,3,CampoHermoso (Univ. Mzles),Residencial,4,10.18,1970
2018,1,El Carmen,Comercial,Comercial,11.92,39
2016,10,Vereda Quiebra de Velez,Residencial,1,7,4
2016,11,Vereda El Aventino,Rural,4,8.67,3
2017,7,Vereda El Chuzo,Rural,3,5.33,12
2018,4,Colseguros,Oficial,Oficial,110,1
2016,7,Zona Industrial,Oficial,Oficial,864.25,4
2017,10,Vereda Minitas,Comercial,Comercial,15,1
2018,4,CampoHermoso (Univ. Mzles),Industrial,Industrial,1,1
2018,4,Fatima,Comercial,Comercial,18.59,29
2018,3,San Cayetano,Oficial,Oficial,3,1
2017,2,San Jorge,Oficial,Oficial,56.75,4
2016,1,SanCancio,Servicios Especiales,Servicios Especiales,77.67,24
2016,3,Zona Industrial,Residencial,4,13.5,2
2018,6,Altos de Castilla,Residencial,3,4,2
2018,2,Aranjuez,Servicios Especiales,Servicios Especiales,1.5,2
2017,6,Vereda La Trinidad,Rural,6,20.27,97
2017,8,Vereda Alto Corinto,Rural,2,16,1
2017,7,Milan,Servicios Especiales,Servicios Especiales,24.18,11
2017,6,las Delicias,Servicios Especiales,Servicios Especiales,2,2
2016,3,Vereda Alto Tablazo,Rural,2,18,70
2018,1,El Carmen,Residencial,3,12.89,81
2017,12,Los Pinos,Residencial,3,8,1
2016,6,Fanny Gonzalez,Comercial,Comercial,17,2
2016,6,Bella Montaña (Hosp G. - Esc),Industrial,Industrial,700,1
2017,4,las Colinas,Comercial,Comercial,61.18,11
2016,3,San Sebastian(IV Etapa),Residencial,1,6.05,1092
2016,10,San Marcel,Residencial,6,10.28,209
2017,3,Vereda La Palma,Rural,3,10.14,22
2016,9,Betania,Residencial,2,13.98,66
2017,1,La Enea,Industrial,Industrial,550,8
2016,5,Vereda La Palma,Oficial,Oficial,1089.5,2
2018,2,Colon,Residencial,2,19.63,111
2017,5,Vereda La Trinidad,Suministro a Constru,Suministro a Constru,20.44,16
2018,3,La Asuncion,Residencial,1,3.4,5
2017,11,Colombia,Comercial,Comercial,10.5,10
2017,5,Aranjuez,Oficial,Oficial,55.27,11
2016,10,MalHabar,Servicios Especiales,Servicios Especiales,8,1
2018,6,Chachafruto,Residencial,5,21,1
2016,2,Estambul,Residencial,1,14.41,17
2017,9,Fundadores,Residencial,3,15.27,324
2017,7,Bajo Prado,Comercial,Comercial,11,3
2016,10,Vereda La China,Servicios Especiales,Servicios Especiales,0,1
2016,3,Milan,Residencial,2,12.43,7
2017,10,Vereda La China,Servicios Especiales,Servicios Especiales,1,1
2018,1,El Carmen,Servicios Especiales,Servicios Especiales,20,1
2016,8,Residencias Manizales,Residencial,2,22,1
2017,10,Vereda Java,Rural,4,17,2
2017,11,Zona Industrial,Residencial,1,8,1
2016,11,Caserio La Enea,Comercial,Comercial,0,1
2016,11,Vereda Cuchilla de los Santa,Rural,2,9.31,26
2016,11,La Florida,Suministro a Constru,Suministro a Constru,5,2
2016,3,SanCancio,Comercial,Comercial,7.27,11
2016,8,El Palmar,Residencial,4,5,1
2016,8,El Caribe,Servicios Especiales,Servicios Especiales,60,2
2016,12,La Leonora,Residencial,5,10.52,448
2017,7,Bengala,Residencial,2,9.21,498
2016,6,Nevado,Oficial,Oficial,39.6,5
2018,4,Milan,Comercial,Comercial,16.08,64
2016,11,Villapilar,Residencial,2,13.56,18
2016,1,El Sol,Residencial,6,5.69,39
2016,2,CampoHermoso (Univ. Mzles),Servicios Especiales,Servicios Especiales,14,1
2017,4,Estrada,Residencial,2,15.8,5
2017,6,Minitas,Industrial,Industrial,10,1
2018,1,Vereda Guacas,Comercial,Comercial,38,5
2016,5,Cerro de Oro,Industrial,Industrial,10,2
2016,6,Vereda Agua Bonita,Rural,3,14.17,6
2017,7,Bosques del Norte,Oficial,Oficial,61.5,6
2017,5,Vereda Agua Bonita,Rural,4,225,1
2018,3,El Trebol,Servicios Especiales,Servicios Especiales,8.33,3
2016,8,Vereda Cuchilla de los Santa,Rural,2,9.77,26
2017,3,El Caribe,Servicios Especiales,Servicios Especiales,40.5,2
2018,6,Las Americas,Oficial,Oficial,50.6,5
2016,2,Vereda Bajo Tablazo,Residencial,3,25,1
2018,4,Vereda La Trinidad,Industrial,Industrial,43,5
2017,4,las Delicias,Residencial,2,16.32,203
2016,5,Palermo,Oficial,Oficial,76,1
2018,2,Peralonso,Residencial,2,13.01,462
2016,11,Sierra Bonita,Residencial,6,12.9,101
2016,5,San Ignacio,Oficial,Oficial,49,3
2017,9,Vereda El Arenillo,Industrial,Industrial,11.4,5
2016,7,Vereda Quiebra del Billar,Rural,1,5.67,3
2017,5,SanCancio,Residencial,6,11.05,2010
2018,5,Vereda La Palma,Rural,4,13.2,5
2016,6,Milan,Comercial,Comercial,19.56,61
2018,4,Nuevo Horizontes,Residencial,2,9,3
2017,6,Zona Industrial,Industrial,Industrial,1410.85,26
2017,6,Morrogacho,Rural,1,16,2
2016,5,Laureles,Comercial,Comercial,28.29,90
2016,12,Viveros,Comercial,Comercial,10.67,9
2016,12,Asturias,Oficial,Oficial,24,1
2017,8,Vereda San Peregrino,Rural,3,16.24,59
2017,2,Fundadores,Residencial,5,11.77,13
2016,2,La Enea,Servicios Especiales,Servicios Especiales,18.5,2
2017,10,La Argentina,Servicios Especiales,Servicios Especiales,11,2
2016,4,Centenario,Residencial,4,11,1
2018,1,Vereda La Cabaña,Rural,3,15.84,96
2017,6,Solferino,Residencial,1,11.81,48
2018,1,Colon,Residencial,4,4,1
2017,7,Bosconia,Residencial,2,7.57,7
2018,4,Bengala,Residencial,1,7.07,243
2016,8,CampoAmor,Residencial,3,14.71,1157
2018,1,Vereda Bajo Tablazo,Rural,3,16.27,77
2018,5,Malteria,Comercial,Comercial,3.5,2
2018,5,La Carola,Servicios Especiales,Servicios Especiales,25,1
2017,3,Vereda Bajo Tablazo,Comercial,Comercial,29.89,9
2017,10,Isabella,Residencial,2,12.1,99
2016,5,Arboleda,Oficial,Oficial,19.5,4
2016,5,Vereda Patio Bonito,Rural,4,7,2
2016,12,El Carmen,Residencial,3,12.7,71
2016,12,Colon,Residencial,3,19.1,312
2018,5,San Marcel,Residencial,6,10.9,293
2017,6,Vereda Guacas,Rural,2,11.73,59
2016,8,Vereda San Peregrino,Oficial,Oficial,65,4
2016,1,Lusitania,Residencial,2,3.5,2
2016,9,Vereda La Linda,Oficial,Oficial,736.67,3
2016,6,Vereda La Linda,Industrial,Industrial,91,2
2018,5,Caserio La Enea,Comercial,Comercial,2,1
2016,3,Vereda El Rosario,Suministro a Constru,Suministro a Constru,12,1
2016,9,Vereda El Rosario,Rural,2,21.79,19
2017,5,Zona Industrial,Comercial,Comercial,59.76,74
2016,10,Colon,Comercial,Comercial,21.56,435
2018,7,El Sol,Residencial,6,4.74,39
2017,10,Vereda El Aventino,Servicios Especiales,Servicios Especiales,58,1
2017,2,Urbanizacion Santos,Residencial,3,5.36,14
2018,6,San Jorge,Suministro a Constru,Suministro a Constru,34,1
2017,6,Bella Montaña (Hosp G. - Esc),Rural,2,5,1
2016,5,San Joaquin,Residencial,4,4.79,34
2016,11,Topacio,Residencial,1,17,2
2018,3,La Florida,Residencial,3,49.5,4
2016,10,Sinai,Residencial,2,11.43,703
2017,9,Vereda La Cabaña,Rural,3,11.39,95
2017,6,Sacatin,Comercial,Comercial,4.5,2
2016,1,Vereda Guacas,Rural,1,16.03,59
2016,9,La Carolita,Residencial,2,8.33,3
2017,1,San Jorge,Residencial,5,7.76,85
2016,1,La Carola,Oficial,Oficial,151.5,2
2017,4,Vereda La China,Industrial,Industrial,12.5,8
2017,5,La Estrella,Residencial,4,13.64,55
2018,6,Vereda La Argelia,Oficial,Oficial,8,1
2016,9,Vereda La Francia,Rural,3,4,1
2018,1,La Argentina,Residencial,6,6.65,20
2017,12,La Enea,Oficial,Oficial,30.46,13
2017,12,Fatima,Oficial,Oficial,42.25,4
2017,8,Guayacanes,Servicios Especiales,Servicios Especiales,5.08,24
2016,6,Vereda La China,Rural,1,11.88,8
2016,12,Colombia,Servicios Especiales,Servicios Especiales,6.5,2
2018,4,Vereda Cuchilla de los Santa,Rural,2,11.06,32
2017,6,Vereda Patio Bonito,Rural,2,10.59,17
2017,7,Guayacanes,Comercial,Comercial,17.87,130
2017,7,La Francia,Suministro a Constru,Suministro a Constru,9,2
2016,11,Minitas,Residencial,1,10.8,5
2016,10,Bosques de Niza,Comercial,Comercial,0,6
2017,5,Cerro de Oro,Residencial,6,84.25,4
2016,5,Lusitania,Residencial,2,3.5,2
2016,12,La Panamericana,Residencial,1,13,1
2018,6,Saenz,Residencial,3,7.23,13
2018,6,Chipre,Residencial,5,6.15,26
2016,9,Jesus de la Buena Esperanza,Residencial,1,13.73,146
2017,4,Vereda Java,Industrial,Industrial,2.33,3
2016,10,Vereda Guacas,Rural,3,15.87,15
2016,3,Palermo,Servicios Especiales,Servicios Especiales,8.33,6
2018,2,Vereda El Guineo,Rural,1,3.67,3
2017,1,Vereda El Arenillo,Rural,5,20.23,22
2016,11,Vereda Quiebra del Billar,Rural,2,6,2
2016,5,Vereda Alto del Naranjo,Rural,4,4,1
2018,1,Juanchito,Residencial,2,25.5,2
2016,4,Vereda La Violeta,Rural,3,15,7
2017,6,Colon,Residencial,4,10,1
2016,3,Vereda El Aventino,Rural,1,15.71,41
2018,4,Las Americas,Industrial,Industrial,32.5,2
2016,1,Vereda La Trinidad,Rural,4,17.82,11
2017,5,Arboleda,Oficial,Oficial,20.75,4
2016,2,Vereda La Cabaña,Oficial,Oficial,30,9
2017,11,Vereda La Argelia,Industrial,Industrial,18,1
2016,10,Residencias Manizales,Residencial,5,7.08,155
2016,6,Fanny Gonzalez,Residencial,3,11.45,164
2016,4,El Bosque,Oficial,Oficial,178,4
2016,4,El Caribe,Oficial,Oficial,101.25,4
2017,4,Palogrande,Oficial,Oficial,160.63,24
2017,5,La Cumbre,Oficial,Oficial,8.5,2
2016,5,Velez,Servicios Especiales,Servicios Especiales,43.75,4
2017,3,Bengala,Comercial,Comercial,5,1
2017,1,Niño Jesus de Praga,Residencial,1,11.33,3
2017,4,Peralonso,Residencial,3,3,1
2016,4,Vereda Alto Tablazo,Rural,3,13.68,25
2018,6,Vereda El Chuzo,Rural,1,7.86,21
2018,6,San Antonio,Industrial,Industrial,5,1
2017,8,La Sultana,Servicios Especiales,Servicios Especiales,14,2
2016,1,Vereda Alto del Zarzo,Comercial,Comercial,27,1
2017,2,Los Alcazares,Comercial,Comercial,32.67,12
2016,11,Estambul,Servicios Especiales,Servicios Especiales,30.5,2
2018,6,Vereda La Palma,Rural,2,11.67,92
2017,5,El encuentro,Residencial,2,11.33,6
2018,3,Vereda Agua Bonita,Rural,4,252,1
2017,1,Lusitania,Comercial,Comercial,7,1
2016,12,Versalles,Residencial,5,10.48,380
2018,3,San Marcel,Residencial,5,12.58,129
2018,6,Los Alcazares,Residencial,1,12,1
2018,6,La Carola,Oficial,Oficial,45.5,2
2017,11,El Sol,Residencial,3,13.76,223
2016,10,Vereda Quiebra de Velez,Oficial,Oficial,4,1
2016,10,Jesus de la Buena Esperanza,Residencial,3,12.95,237
2016,12,El Carmen,Residencial,2,15.61,460
2016,11,Sacatin,Residencial,3,6.09,46
2017,7,Villapilar,Residencial,4,8.76,1976
2017,7,Los Alamos,Residencial,3,14,1
2016,5,La Estrella,Residencial,4,14.04,55
2016,1,Vereda Java,Industrial,Industrial,84.67,3
2018,6,Vereda Bajo Tablazo,Industrial,Industrial,16.86,7
2016,10,Olivares,Residencial,2,6.83,41
2016,4,Villa Nueva,Residencial,2,3,1
2018,3,Vereda Bajo Corinto,Rural,3,18.5,2
2017,12,Parque Caldas,Residencial,3,4.5,2
2018,1,Vereda Morrogordo,Rural,2,10.1,10
2017,10,Vereda La Trinidad,Rural,3,14.69,13
2016,12,Vereda Guacas,Rural,2,13.79,58
2016,3,Vereda Alto del Zarzo,Rural,2,5,2
2018,1,San Sebastian (I - II Etapa),Rural,2,8,2
2017,2,La Florida,Comercial,Comercial,149,4
2016,1,Kennedy,Comercial,Comercial,11.8,5
2017,9,El Sol,Suministro a Constru,Suministro a Constru,59,1
2016,6,Vereda La Linda,Residencial,3,14.33,9
2016,9,Niño Jesus de Praga,Comercial,Comercial,19.5,2
2016,11,Alta Suiza,Oficial,Oficial,22.25,4
2018,2,Vereda El Aventino,Oficial,Oficial,13.67,3
2017,1,Vereda Manzanares,Rural,4,1,2
2016,6,Bosconia,Comercial,Comercial,62,1
2017,3,Palermo,Comercial,Comercial,29.47,32
2017,10,Santana,Residencial,1,13,1
2016,3,Comuneros,Residencial,2,10.16,587
2018,5,Vereda La Palma,Comercial,Comercial,5.5,2
2016,12,El Bosque,Oficial,Oficial,202.5,4
2018,2,Asturias,Residencial,2,5.33,3
2016,5,Castellana,Residencial,6,12.93,28
2018,4,La Isla,Residencial,1,11.27,116
2017,9,Vereda Alto del Naranjo,Rural,4,6,2
2017,7,Vereda Bajo Tablazo,Servicios Especiales,Servicios Especiales,148.5,2
2017,9,Fatima,Residencial,1,8.4,5
2017,9,Betania,Residencial,1,16,2
2017,12,Vereda La Linda,Rural,5,5,1
2016,7,Lusitania,Residencial,2,2.5,2
2016,2,Vereda Patio Bonito,Oficial,Oficial,10,1
2017,10,Centro,Residencial,2,48,1
2017,10,Vereda Guacas,Rural,2,12.47,59
2017,7,Minitas,Comercial,Comercial,22.08,13
2016,12,20 de julio,Residencial,2,14.67,162
2018,3,Pio XII,Residencial,1,11.53,216
2018,6,Alhambra,Residencial,2,12,1
2017,12,Sacatin,Rural,1,15.5,4
2017,7,VillaCarmenza,Residencial,4,7.83,600
2016,1,Bella Montaña (Hosp G. - Esc),Rural,2,6,1
2016,10,Arboleda,Servicios Especiales,Servicios Especiales,102.14,7
2016,4,Sierra Morena,Residencial,1,9.21,61
2017,10,las Delicias,Residencial,2,16.04,204
2017,8,El Campin,Oficial,Oficial,11,1
2016,1,Vereda La Cabaña,Rural,6,19,5
2017,8,Chipre,Comercial,Comercial,16.37,117
2016,5,Vereda El Rosario,Suministro a Constru,Suministro a Constru,16,1
2017,11,Los Alcazares,Servicios Especiales,Servicios Especiales,0,1
2017,2,Vereda El Guineo,Industrial,Industrial,0,1
2016,10,Portal de los Alcazares,Comercial,Comercial,19,1
2018,4,Vereda Quiebra de Velez,Rural,1,9.17,18
2016,5,Morrogacho,Comercial,Comercial,14,6
2017,2,Aranjuez,Comercial,Comercial,15.65,17
2017,5,San Joaquin,Residencial,3,13.82,763
2016,8,Persia,Comercial,Comercial,4.33,3
2017,5,Chipre,Residencial,5,9.44,25
2016,3,Morrogacho,Residencial,4,11.48,79
2016,3,Vereda La Aurora,Rural,3,13.56,25
2017,3,Comuneros,Residencial,2,9.71,587
2016,9,Camelia,Suministro a Constru,Suministro a Constru,0.67,3
2016,9,Estambul,Oficial,Oficial,2663.25,4
2017,11,Vereda La Argelia,Rural,3,8.6,10
2016,2,Fanny Gonzalez,Residencial,1,8,1
2016,12,Vivienda Popular,Residencial,3,13.98,250
2016,9,San Jorge,Residencial,1,61,1
2018,5,20 de julio,Residencial,2,13.53,168
2017,9,Chachafruto,Residencial,6,15.78,49
2017,10,Isabella,Residencial,3,10.84,50
2018,4,Los Agustinos,Residencial,4,7.91,163
2016,6,San Jose,Residencial,2,15.31,131
2018,2,Los Rosales,Residencial,6,11.21,141
2016,3,Portal de los Alcazares,Comercial,Comercial,20,1
2017,10,El Campin,Oficial,Oficial,246,1
2017,11,San Sebastian (I - II Etapa),Residencial,1,10.69,574
2017,8,El Porvenir,Residencial,1,15,1
2016,10,El Sol,Comercial,Comercial,4.77,64
2017,5,las Colinas,Suministro a Constru,Suministro a Constru,4,1
2018,5,las Colinas,Suministro a Constru,Suministro a Constru,4,1
2017,9,Ciudadela La Linda,Rural,2,9.5,2
2017,3,San Jorge,Residencial,5,7.72,85
2017,11,La Estrella,Oficial,Oficial,159.25,4
2017,12,Vereda Minitas,Rural,2,21,7
2017,1,Uribe,Residencial,1,22,1
2016,3,La Isla,Residencial,1,11.11,113
2017,1,San Marcel,Comercial,Comercial,15,11
2017,4,Vereda Farallones,Rural,1,7.83,18
2018,5,las Delicias,Residencial,3,14.46,111
2016,4,San Joaquin,Residencial,2,13.85,39
2016,11,Los Alcazares,Residencial,5,11.17,30
2017,12,Prado,Residencial,4,14.31,32
2017,12,Alta Suiza,Comercial,Comercial,8.77,137
2016,3,Vereda Morrogacho,Rural,3,10.95,20
2016,1,Vereda El Arenillo,Rural,6,35,1
2018,5,Vereda El Aventino,Industrial,Industrial,3.25,4
2018,6,Marmato,Residencial,1,14.23,182
2017,1,Guayacanes,Suministro a Constru,Suministro a Constru,0,1
2018,6,Laureles,Suministro a Constru,Suministro a Constru,180.5,2
2018,6,La Estrella,Servicios Especiales,Servicios Especiales,24.08,12
2018,1,Kennedy,Residencial,2,13.03,566
2017,10,San Joaquin,Oficial,Oficial,64.5,4
2018,2,Colombia,Residencial,3,12.44,432
2018,5,La Toscana,Residencial,1,35.5,2
2016,4,Bella Montaña (Hosp G. - Esc),Residencial,2,15.33,3
2016,4,Santa Helena - Conjunto La Estacion,Residencial,3,10.85,756
2018,2,El Sol,Residencial,5,12.11,19
2016,4,Alhambra,Residencial,2,34.5,2
2016,2,MalHabar,Servicios Especiales,Servicios Especiales,43,1
