ANIO,ESTRATO,PROMEDIO
2017,3,11
2016,6,7.41
2017,3,9.35
2016,1,11.03
2017,5,10
2018,1,20
2017,5,10
2016,3,15.4
2018,1,7
2016,3,4.5
2017,3,9.96
2017,3,15
2016,3,9
2016,2,15
2017,6,6.65
2017,2,12.86
2018,3,14
2017,3,14.09
2016,1,8.81
2017,1,11.58
2016,1,11
2017,1,5.85
2016,1,17
2017,3,12.8
2016,5,11.28
2017,3,9.95
2017,3,12.41
2018,2,13
2018,2,10.08
2018,4,11.14
2016,3,12.2
2016,2,32.5
2018,4,9.38
2017,3,20.14
2017,3,11.82
2016,4,13.18
2016,1,10.63
2017,3,29
2018,2,17.99
2017,4,10.76
2017,2,14.14
2018,5,8.1
2016,3,6.43
2016,3,13
2018,3,12
2016,3,13.96
2016,1,11.54
2017,4,12.73
2017,1,12.32
2016,2,11.26
2016,2,4
2016,1,73
2017,1,4.15
2016,4,9.23
2017,2,49
2016,2,9.82
2016,3,11.75
2017,2,35
2017,3,13.91
2017,3,14.12
2018,2,15.62
2016,3,11.89
2016,2,10.44
2016,3,13.02
2017,4,14.12
2016,3,15.25
2016,3,22.2
2017,4,12.51
2018,2,4
2017,4,12.74
2016,1,9
2018,1,13.79
2016,3,2
2017,1,11.36
2016,1,15.55
2016,2,17.83
2017,1,3
2017,6,10.48
2017,1,24
2016,2,10.78
2018,1,7.71
2016,1,9.44
2016,2,13.46
2016,6,12.32
2017,3,9.32
2018,2,14.56
2016,5,18.26
2016,1,4
2017,1,7
2017,2,3
2017,1,8.1
2017,2,13
2016,1,11.5
2017,2,11.75
2016,2,13.16
2017,3,10.48
2017,2,9
2017,1,6.79
2017,6,10.4
2018,4,6.68
2017,2,13.91
2017,2,11.84
2017,4,8.76
2017,3,9.66
2017,6,18.08
2017,3,13.56
2016,1,11.82
2017,1,4
2016,3,16
2017,2,15.29
2016,3,14.64
2017,3,11
2017,1,16.67
2016,3,9.27
2018,4,19.33
2018,4,13.16
2018,3,12.38
2017,5,20
2016,5,19
2016,3,12.13
2017,2,11.08
2017,1,14.2
2016,2,5.39
2016,6,7.49
2018,3,3
2016,2,7.25
2018,4,4
2017,4,5
2017,1,16.8
2017,3,2
2016,2,15.86
2016,3,12.71
2016,1,5
2016,3,23
2016,1,21
2017,2,6.5
2016,4,10.67
2017,3,12.32
2016,4,26
2016,1,12.02
2017,5,10.99
2018,5,6.47
2016,5,6.13
2018,5,7.36
2016,5,9.08
2017,2,4
2017,2,11.82
2018,1,14.02
2016,1,18.4
2017,4,7.33
2017,1,12.09
2016,1,13.71
2016,3,4
2016,4,14.08
2016,3,6.5
2016,2,6.66
2017,5,15.3
2017,1,11.01
2016,2,13.5
2018,2,17.5
2016,2,11.26
2016,1,12.55
2016,5,10.5
2018,5,76
2017,4,10.49
2016,3,9.7
2016,5,11.47
2016,1,13.96
2018,6,11.41
2018,1,3.06
2018,3,7.51
2016,2,7.75
2018,2,1
2017,3,12.92
2017,6,18
2016,1,8.5
2016,3,6
2017,3,16
2016,4,11.75
2017,6,6.88
2016,6,15.22
2016,2,1
2016,1,12.11
2016,6,13.8
2016,4,6.76
2016,2,16.32
2017,5,8
2017,1,11.96
2017,1,14.5
2016,2,13.15
2017,3,13.47
2017,6,1
2016,6,11.35
2016,2,16.47
2017,1,5.75
2018,3,32
2017,1,3.91
2018,4,11.88
2016,2,13.25
2016,1,9.19
2017,1,8.71
2017,4,14.5
2016,2,18.32
2016,2,13.77
2016,2,17.08
2016,2,20
2017,4,10.33
2016,1,11.47
2016,6,10.6
2018,4,11.83
2016,1,12.53
2017,1,16.55
2016,4,16
2017,4,10.57
2016,2,16
2016,2,15.74
2017,2,13.09
2016,4,7
2016,1,5
2016,4,1
2017,5,2
2016,3,4.29
2018,5,5.75
2016,2,12.75
2017,6,11.77
2016,2,9.17
2016,5,10.28
2016,3,9.22
2018,6,13.45
2016,4,12.84
2017,1,9.93
2016,3,3
2017,2,33
2016,2,11.41
2017,4,18
2016,2,11.53
2017,4,10.67
2016,3,12.58
2018,4,12.85
2018,1,19.33
2017,2,11
2016,1,11.5
2017,2,13.44
2017,4,12.65
2017,1,9.83
2018,1,10.67
2016,1,8.76
2016,3,12.5
2018,2,13
2016,6,5.74
2016,4,12.32
2018,4,12.97
2017,2,22.8
2018,1,12.4
2016,1,8
2016,5,15.5
2018,1,6.48
2018,1,7.92
2017,1,16
2017,2,12.6
2018,4,6.5
2016,3,8.33
2016,2,16.08
2018,5,9
2016,2,14.32
2017,2,16.1
2018,2,11.39
2017,3,14.16
2016,2,11.41
2018,2,11.97
2018,4,12.25
2018,4,232
2017,1,14.04
2017,4,9
2016,3,17.03
2017,2,12.6
2016,5,25.29
2017,6,7.49
2017,1,13.16
2018,6,12.96
2017,3,12.3
2017,1,30.5
2017,2,15.6
2016,4,11.36
2016,1,10.59
2017,2,17
2017,3,3
2016,1,7.58
2016,5,8.81
2016,4,14.16
2016,1,6.33
2016,1,7.59
2016,4,11.46
2017,2,20.69
2017,3,14.78
2017,1,6
2018,3,11.4
2016,2,10.78
2017,1,7.5
2016,1,13.12
2017,2,12.03
2018,5,9.96
2016,5,9.57
2018,1,14
2017,2,13.71
2017,3,13.33
2016,1,13.46
2017,4,7
2017,1,13.56
2017,1,11.5
2017,1,13.2
2017,4,14.5
2017,4,1.5
2018,6,7.08
2016,1,1.84
2016,6,22.94
2017,5,7.18
2016,1,11.62
2017,3,12.42
2017,2,2
2016,6,12.69
2018,6,13.26
2016,6,10.95
2016,1,16
2017,2,9.5
2017,2,10
2016,3,18
2018,6,10.28
2018,4,24
2016,2,15.21
2018,1,13.42
2018,2,11.44
2016,1,15.08
2018,5,11.32
2017,2,4.57
2018,2,9.33
2018,4,9.79
2017,4,11
2016,3,19.16
2017,3,13.64
2016,1,11.93
2016,3,13
2016,4,17
2016,2,15
2016,3,10.93
2016,1,13
2016,4,14.67
2018,1,5.2
2016,1,26
2016,1,11.38
2017,1,5.5
2018,1,16
2018,1,21
2016,6,9.42
2016,2,7
2018,1,9
2018,2,5.25
2018,2,14.06
2016,6,9.33
2016,2,16.11
2017,3,10.8
2018,1,9.62
2017,4,6
2016,2,14.41
2016,2,14.09
2017,2,12.12
2017,2,11.3
2016,5,18.68
2017,4,10.16
2016,3,24
2018,1,11.37
2017,2,16.1
2017,5,9
2018,4,7
2017,1,10.3
2016,3,7
2018,1,6.5
2018,2,6.2
2018,2,1.33
2017,4,7
2017,2,14.8
2016,3,7.28
2018,2,11.97
2017,5,8.09
2016,2,11.27
2016,5,9.88
2016,1,20
2017,2,13
2018,1,12.21
2016,3,13.62
2018,3,15.14
2017,3,3
2018,1,8.89
2016,5,9.81
2017,2,7.36
2016,2,6
2018,2,28.5
2016,1,11.02
2016,2,10.06
2017,2,9.44
2017,3,14.46
2017,3,14.12
2018,4,9.71
2017,3,18.36
2016,4,7.02
2016,2,13.14
2016,5,20
2016,2,8.75
2018,4,9.09
2016,1,12.65
2016,6,15.68
2018,2,10.71
2016,3,7.05
2017,6,7.17
2016,2,14.25
2017,2,17.11
2017,3,9.91
2016,3,12.4
2016,5,8.01
2017,2,10.5
2016,4,13.88
2016,4,14
2017,3,7
2017,1,11
2017,1,8.48
2017,1,12.91
2018,1,16.07
2018,2,13.51
2017,1,0.73
2018,3,3.01
2016,5,10.08
2017,4,16
2016,2,5
2017,5,19
2017,3,20.7
2016,1,13
2016,4,14
2018,2,13.94
2018,4,11.86
2018,2,16.62
2017,1,9
2016,2,7.75
2016,3,37
2016,2,6.73
2017,5,6.38
2018,5,9.87
2017,4,11.77
2017,2,15.67
2016,6,9.63
2016,4,13
2018,6,12
2016,3,14
2016,3,5.33
2018,6,8.77
2018,2,15.79
2017,2,7.88
2017,1,9.4
2016,4,27.67
2017,1,9.59
2017,1,12.17
2016,4,12.3
2016,3,11.84
2017,3,13.21
2017,2,16.4
2016,2,11.82
2017,1,13.67
2016,1,8
2016,1,9.88
2016,3,11.06
2016,1,10
2018,5,7.9
2017,1,15.28
2016,3,14.1
2016,2,13.32
2017,1,12.13
2018,3,10.97
2016,5,24
2016,2,11
2017,6,9.8
2017,5,5.77
2017,1,10.14
2016,1,12.67
2016,2,12.38
2017,2,13.75
2017,1,10.57
2016,3,15.38
2017,3,5
2016,4,4.5
2016,2,78
2016,4,13.67
2017,2,21
2016,3,8.59
2018,4,12.75
2017,3,7.29
2017,6,6.96
2016,2,6.02
2018,2,9.25
2017,1,8.24
2018,4,12.83
2017,3,6.71
2017,3,6.86
2016,4,10.94
2016,3,12.94
2016,5,4
2017,2,15.11
2017,5,16.5
2018,1,9.5
2017,1,11.44
2017,6,10.83
2016,3,13.74
2016,1,14
2016,1,16.5
2017,5,6.85
2017,6,7.97
2017,2,14.95
2016,5,12
2016,2,16.57
2016,1,6.33
2018,4,11.57
2018,4,20.29
2017,2,8.5
2016,6,15.98
2017,6,9.3
2018,3,11
2017,5,11.88
2016,4,47.33
2016,4,14
2016,3,12.76
2016,3,11.21
2017,1,16
2017,4,11.35
2017,6,94.75
2018,1,1.33
2018,3,12.82
2016,2,15.33
2016,3,12.76
2017,3,18.21
2017,2,23.8
2018,3,8.77
2017,3,2.22
2018,3,7
2017,6,13.58
2018,3,1
2017,2,19
2016,2,31.63
2018,6,12
2018,4,8.04
2016,2,11.91
2017,3,8
2017,2,1
2016,2,8.33
2017,6,12.42
2017,2,2
2017,3,13.73
2017,4,11.45
2016,6,17
2017,5,5.88
2018,3,12.33
2017,1,9.4
2016,3,14.52
2017,4,12.91
2017,3,6
2017,4,10.51
2017,2,3
2016,2,3
2016,4,11.75
2016,3,14.65
2017,4,12.14
2016,1,7.47
2017,2,11.5
2017,1,16.33
2016,1,17.5
2016,2,5.29
2018,1,5.75
2016,1,23
2017,4,11.33
2018,2,6
2018,5,5.5
2018,2,10.56
2016,3,7
2016,2,13.43
2017,3,8.51
2017,2,14.74
2018,2,12.18
2017,1,25
2016,1,11.29
2017,6,10.33
2017,3,16.4
2017,1,5.36
2017,2,16.33
2016,2,16.82
2016,3,12.83
2016,3,56
2018,3,12.6
2016,3,9.05
2018,1,18.33
2017,1,8.5
2016,4,12.64
2016,5,18.5
2018,2,12.05
2016,3,6.59
2016,4,18
2017,6,8.45
2016,1,4.5
2017,3,7
2018,1,17.5
2016,4,8
2016,2,16.6
2016,2,16.57
2016,3,10.42
2016,5,11.3
2018,1,3
2017,4,3
2016,1,10.61
2016,3,16.8
2017,3,8.33
2018,1,17.5
2017,5,10
2018,4,14.75
2017,3,1
2016,2,11.1
2016,1,12.09
2017,4,8.14
2017,2,25
2017,3,6.5
2018,1,19.8
2016,3,14.41
2017,3,14.83
2017,1,13.78
2017,2,11.18
2017,3,9.92
2018,4,4.88
2017,2,12.31
2016,3,30
2016,4,19
2016,1,11.78
2016,2,20.4
2016,4,9.06
2016,2,12.5
2016,3,14.28
2016,2,21.56
2016,3,10.47
2016,1,8.91
2018,1,9.35
2017,1,8.55
2016,1,10.49
2016,2,15
2016,1,24.33
2018,2,11.7
2018,3,16.57
2017,3,22.58
2018,1,9
2016,5,8.82
2017,3,15.27
2016,4,10.81
2016,4,10.65
2016,3,11.48
2016,2,13.13
2018,5,10.99
2016,3,16
2017,3,12.47
2017,3,17.44
2017,3,2.5
2016,2,21.88
2017,2,9.42
2018,3,16.75
2016,2,11.5
2017,1,5.6
2016,4,8
2018,2,12.08
2016,4,10.16
2018,6,10.75
2016,4,10.97
2017,2,10.43
2016,4,23.5
2017,5,9.24
2016,3,15.11
2017,2,12.58
2017,3,8.73
2016,4,6.33
2017,2,31
2016,3,6.14
2017,5,7.83
2017,2,12.38
2016,6,98.5
2016,1,12
2017,3,26
2016,4,7.35
2016,3,4
2016,2,16.14
2018,5,6.56
2018,3,10.21
2016,3,15.62
2017,1,11.6
2017,4,7.47
2017,3,2
2016,2,5.57
2017,3,5
2016,1,8.82
2017,4,27
2016,5,7.24
2017,1,10.94
2017,2,9
2017,5,2
2016,4,15
2016,3,14.54
2016,2,20.28
2017,2,8.6
2017,3,21.05
2017,5,17
2018,5,9.55
2018,3,15.34
2016,1,10.05
2016,3,8.17
2016,1,7.58
2016,4,26.5
2018,6,16.18
2016,3,13.55
2017,6,18.1
2018,4,12.41
2016,3,14.57
2016,2,16.66
2016,1,20.1
2017,2,15.19
2016,2,12.02
2016,3,17.37
2016,2,16.67
2018,3,11.2
2016,1,3
2017,1,4.94
2016,1,9.6
2016,3,11.77
2016,1,10.42
2017,2,11.56
2016,1,13.4
2018,4,7.26
2018,3,14.15
2017,4,9
2018,3,6
2017,3,14.87
2018,1,8
2018,2,15.69
2016,2,15.17
2016,3,10.35
2018,2,11.13
2016,4,15.33
2017,5,10.21
2017,4,9
2017,2,11.67
2017,2,5.93
2018,6,16.15
2016,2,18.55
2017,2,12.27
2016,2,14.98
2017,4,16.5
2017,1,13
2018,3,12.5
2018,1,12.95
2016,3,8
2018,5,15.52
2018,3,7.58
2016,4,10.02
2017,1,13.74
2016,1,13
2016,2,15.53
2017,4,7
2017,1,11.5
2016,2,12.04
2018,2,9
2018,3,10.56
2016,6,8.25
2016,3,16.92
2017,5,8.7
2017,4,15
2017,3,12.32
2017,4,7.67
2016,2,2
2017,4,11.5
2018,2,14
2016,5,4
2017,4,9.7
2016,1,11.25
2017,4,12
2018,2,11.43
2017,4,11.45
2016,4,24
2016,2,10.33
2017,2,9.12
2016,5,9
2018,2,17
2018,2,8.13
2017,1,13.8
2018,3,13.07
2017,6,11.38
2016,3,4.75
2017,4,1
2016,3,17.13
2016,5,7
2016,4,10.34
2018,3,9
2016,1,13.27
2017,3,25.05
2017,4,245
2016,2,6.57
2017,1,9.44
2018,2,17.4
2016,3,23
2017,1,7.52
2018,6,33
2016,3,20.22
2016,2,16.6
2016,3,13.21
2016,1,12.34
2018,4,10.05
2016,2,12.04
2017,2,14.33
2018,2,11
2016,1,10.17
2017,3,9.9
2016,3,12
2018,1,18.09
2017,2,7
2017,3,22.33
2018,1,17.55
2016,4,11.7
2018,1,3
2018,2,10.69
2017,3,13.93
2017,3,30
2018,2,19
2017,4,19
2017,1,8.86
2018,1,13.54
2016,1,14.42
2016,2,1
2018,4,5.15
2016,5,10.52
2016,5,17.5
2017,2,3
2016,5,7.9
2016,3,8.02
2016,1,4
2018,3,12.31
2017,5,10.5
2017,1,10.22
2016,4,7.9
2018,2,11.72
2018,1,11.08
2018,1,13
2016,1,15.15
2016,6,9.31
2017,1,10.97
2018,2,15.38
2018,2,19
2017,3,16
2016,5,29.71
2017,2,12.36
2016,6,21.22
2017,2,9.94
2018,2,8.87
2018,2,17.71
2016,3,16.85
2016,3,16.33
2016,2,13.98
2016,4,9.82
2017,6,6.28
2016,2,10.68
2016,2,10.33
2016,2,5.71
2017,1,17
2016,2,15.92
2017,1,14.67
2018,2,16
2017,3,3.5
2017,2,10.57
2017,2,9.53
2018,6,15.16
2016,4,12.56
2017,5,10.34
2016,2,10.33
2018,1,14.68
2016,3,10.99
2016,2,5.5
2018,1,12.44
2016,2,9.75
2018,2,9.34
2017,6,9.6
2016,5,8
2018,2,9.46
2016,4,100
2018,6,7.72
2017,1,7.85
2016,1,8.51
2018,3,17.57
2016,2,10.7
2017,1,8.33
2018,3,9.56
2017,2,9.17
2018,2,12.59
2017,4,49
2016,3,2
2016,1,4.33
2016,4,11.74
2017,3,10.25
2018,2,11.05
2017,1,16.42
2016,5,9.02
2016,2,13.28
2016,2,16.67
2017,1,10.22
2017,3,12.75
2018,3,14.75
2016,1,71
2018,2,17
2016,1,10.79
2017,5,7.83
2017,3,7.75
2016,3,13.09
2017,2,11.74
2018,3,25
2017,1,9.35
2017,4,11.68
2016,3,10.1
2017,1,14.88
2018,2,9
2016,2,15.41
2016,3,7.39
2016,3,10.47
2017,1,9.97
2017,1,11.89
2017,2,12.58
2018,4,8.7
2016,2,13.63
2016,3,13.64
2017,4,12.17
2018,6,10.23
2016,6,10.98
2016,1,10
2017,1,4.19
2017,4,9
2016,2,11.25
2017,3,12.38
2016,3,13.49
2017,1,9.91
2016,5,18
2017,2,11
2016,3,11.13
2018,1,11.85
2016,2,12.58
2016,2,15.18
2018,4,9.67
2017,3,14.88
2017,4,9.26
2016,1,6.8
2016,4,40
2017,1,6.88
2016,6,4
2017,2,20.1
2016,4,4.32
2017,3,6
2018,3,10.27
2018,3,15
2017,3,13.94
2016,4,10.71
2016,3,9.46
2017,1,12.4
2017,3,10.46
2016,2,15
2018,4,5
2018,4,13.07
2018,2,13.05
2016,4,43.25
2016,2,11.78
2017,2,21.02
2016,2,13.8
2018,1,30
2016,1,17
2018,2,15.22
2016,6,29
2016,4,13.3
2017,1,21
2016,3,5.97
2017,6,12.04
2017,3,8.15
2018,5,8.39
2016,6,10.87
2017,2,11.73
2017,3,12.69
2018,5,11.69
2016,2,5.48
2017,3,13.35
2017,6,10.67
2016,1,11
2018,3,18
2017,3,15
2018,1,9.67
2017,2,5.67
2018,3,11.41
2017,6,16.29
2017,3,12.53
2018,6,7
2018,3,10.2
2016,4,7.33
2018,2,14.33
2018,4,83
2016,2,6.57
2017,3,10.38
2017,1,10.81
2017,1,9.5
2018,6,6.48
2018,2,15.35
2018,5,24.29
2016,4,29
2016,6,22.3
2016,6,8.6
2017,4,17.59
2017,1,10.8
2017,4,1
2017,3,5
2016,1,5
2017,6,5
2018,4,13.66
2016,1,14.23
2018,1,11.1
2017,2,10.68
2017,3,9.04
2016,3,13.64
2016,2,7
2017,1,9.15
2018,4,6.1
2016,4,3
2016,1,5
2017,2,11.28
2018,2,11.43
2018,4,34.07
2017,6,11.99
2017,2,13.89
2017,2,13
2017,2,3
2017,3,14.95
2016,2,13.89
2017,6,10.97
2017,3,2
2016,3,12.36
2016,2,13.75
2017,3,11
2017,2,7.58
2017,1,16.7
2016,2,15.64
2017,3,9.43
2016,4,11.19
2018,1,9.74
2017,4,7
2017,4,9.73
2016,4,14.21
2018,5,10.26
2016,4,9.56
2017,2,8.67
2016,3,25
2017,1,11.03
2017,4,7.5
2018,4,10.5
2018,1,9.4
2018,2,9.86
2018,1,10.76
2016,2,14
2017,2,12.25
2016,3,9
2016,2,4
2018,2,8.33
2016,4,18.32
2017,3,6.65
2016,2,15.11
2017,2,13.68
2017,3,13.17
2016,1,6
2016,2,16
2017,3,2
2017,3,14.39
2016,3,16.2
2017,5,10.42
2016,1,13.82
2016,1,15.5
2017,2,4
2017,2,18.72
2017,6,10.44
2018,3,11.5
2016,6,9.25
2017,1,39
2017,6,13.73
2016,2,4
2016,3,5.86
2016,1,15
2016,1,9.04
2016,2,10.96
2016,2,10.02
2018,2,5.83
2016,4,64
2016,6,6
2018,6,8
2018,1,8.8
2017,5,7.9
2016,3,13.78
2017,1,6.7
2018,1,7.69
2016,1,19
2018,3,12.63
2018,4,11.5
2017,2,7.5
2016,3,26
2017,3,6
2016,2,9.64
2018,3,3
2016,6,7.73
2016,6,11.71
2016,4,11
2016,3,1
2016,4,22
2017,2,12.03
2017,5,8.09
2016,2,4
2018,2,18
2018,6,122.67
2017,3,11.16
2016,2,2.71
2016,5,3
2017,3,12.18
2017,1,12.77
2017,1,5.92
2016,1,17
2017,5,12.16
2017,5,14
2017,3,7.5
2016,1,29
2016,3,18.47
2017,2,21
2018,3,14.63
2016,3,13.14
2017,4,18.07
2017,3,11.53
2016,1,13.25
2017,3,10.58
2017,2,12
2017,5,9.89
2016,4,12.62
2016,5,4
2017,2,14.5
2017,6,9.53
2018,1,6.77
2017,1,13.39
2018,1,4.33
2016,3,17.92
2017,3,14.19
2016,2,11.96
2018,3,13.26
2018,1,6.04
2018,2,32
2017,2,12
2018,3,14.23
2016,2,11.29
2016,5,9
2016,3,14.12
2016,1,23
2016,2,14.07
2017,3,8
2018,2,10.5
2017,2,8.67
2016,6,11.98
2017,3,6.67
2016,3,18.5
2016,5,9.24
2016,5,7.58
2017,1,8.14
2016,3,7.95
2016,4,17.97
2016,2,12.11
2016,1,8.25
2017,2,20
2016,6,8.73
2017,4,8.09
2018,4,11.16
2017,2,4
2017,1,7
2017,6,16.61
2016,1,7.76
2016,5,35
2017,1,3
2018,1,8.02
2017,4,12.23
2018,1,18.33
2017,3,10.14
2018,2,14.27
2017,1,16.33
2017,3,8.25
2017,3,13.44
2017,1,13.51
2016,2,12.68
2016,5,11.91
2017,2,1
2016,4,13.35
2016,4,10.46
2016,3,11.57
2016,3,11.93
2018,4,68
2018,2,15.09
2018,3,10.06
2018,2,13.03
2017,2,15
2016,6,14.38
2017,2,10.5
2017,4,10.03
2016,2,12.58
2016,2,11.76
2016,3,12.33
2016,1,10.19
2017,2,12.22
2017,4,73
2016,3,23.77
2016,1,6.27
2016,2,13.28
2017,3,12.73
2016,5,15.91
2017,2,6.58
2016,3,15.98
2017,1,10
2018,2,12.77
2017,3,4
2018,5,2
2016,2,10.69
2017,2,12.5
2016,3,14.17
2016,1,8.5
2017,2,15.21
2016,3,13.02
2017,6,10.54
2018,3,3
2017,3,6.57
2016,3,0.6
2018,1,13.53
2017,2,19.43
2018,2,16.12
2016,4,18.67
2017,1,15.5
2017,2,29
2016,4,6.67
2017,3,27
2018,3,9.51
2017,2,6.46
2017,2,13.42
2017,4,10.93
2016,1,19.2
2016,1,13.44
2016,4,10.66
2017,1,12.95
2017,1,5.26
2017,1,8.2
2016,4,8
2017,1,11.9
2016,3,18
2016,3,16.74
2016,1,10.38
2016,3,14.12
2018,1,62
2016,2,14.62
2016,3,8.1
2017,1,12
2018,3,12.03
2017,2,9.8
2016,2,9.33
2017,1,14
2018,1,14.64
2016,2,10.74
2016,4,12.58
2017,6,2
2018,3,14.45
2016,2,5.5
2017,1,58.5
2017,2,15.64
2016,2,8.49
2017,3,14.13
2017,3,28
2018,4,13.31
2018,5,7
2016,3,15.25
2016,3,12.77
2017,2,12.57
2017,1,29.5
2016,1,6.68
2016,3,14.5
2017,1,19
2016,2,22.88
2018,6,10.7
2018,4,16.16
2017,2,10.55
2017,4,11.23
2017,6,8
2017,4,12.44
2017,3,20
2017,2,11.26
2017,2,11.75
2017,3,9.03
2017,6,8.25
2018,2,3.5
2018,6,8.42
2017,1,12.29
2017,3,3
2018,3,9.19
2017,3,69
2018,3,13.35
2017,3,12.27
2016,2,9
2017,1,6.5
2017,3,13.85
2017,6,11.22
2016,2,10.49
2017,4,9
2017,3,9.44
2018,2,8.82
2016,5,11.81
2017,2,17
2017,1,14.67
2018,2,13.26
2016,1,8.5
2017,1,5.8
2017,2,14.34
2018,4,11.29
2017,2,11
2016,2,13.67
2017,1,14
2017,1,3
2018,6,12.2
2017,1,15.67
2016,3,7.68
2017,4,4
2018,3,10.08
2017,5,11.16
2016,1,11.61
2017,3,6
2016,3,14.68
2017,6,10.57
2017,3,6
2016,1,12.4
2017,1,13.7
2017,1,15.49
2018,3,6
2016,1,9.83
2017,2,11
2016,2,17.56
2017,1,6.86
2016,4,72.25
2018,3,13.18
2017,2,7.25
2016,2,4.25
2016,2,18.09
2016,1,14.5
2016,1,20.58
2016,4,12.93
2017,1,13
2016,2,20
2018,1,14.17
2017,1,9.07
2016,1,11.62
2016,3,14.58
2017,5,7.79
2018,3,13.04
2016,3,10.5
2018,2,13.77
2017,2,11.26
2017,4,9.57
2017,6,14.27
2017,2,13
2016,1,15.27
2016,4,11.33
2017,3,19.54
2016,1,11.07
2017,3,27.83
2017,2,11.61
2017,1,15
2016,6,14.69
2016,3,2.5
2018,2,9.33
2017,1,21.67
2016,1,14.12
2016,1,4.93
2018,2,10.34
2018,3,14.17
2016,3,13.2
2016,1,17.17
2018,1,25
2017,1,5.92
2017,1,11.17
2017,1,9.33
2017,1,10.96
2017,2,13.33
2016,3,14.33
2016,1,12
2017,4,7.35
2018,3,9.79
2018,6,11.23
2016,1,22
2017,6,8.39
2018,3,77
2018,4,12.55
2017,1,5.6
2017,3,18.56
2016,2,7
2017,1,14.5
2017,3,14.71
2018,4,7
2017,3,15.15
2017,4,7.35
2016,2,10.75
2016,2,12.75
2016,2,12.45
2017,3,14.16
2017,2,24
2017,5,10.23
2016,5,10.25
2017,1,6.5
2016,1,12.56
2018,3,10.22
2016,3,19.17
2018,1,13
2018,3,33.5
2017,5,4
2018,4,10.4
2018,2,16.46
2017,2,6.6
2016,3,38
2016,1,12.57
2018,2,39
2018,2,10.28
2017,2,13.6
2017,1,8.8
2016,1,3.25
2016,4,12.18
2016,2,2
2018,4,13.5
2017,3,9.28
2018,3,12.53
2016,5,34.83
2017,3,8.13
2017,2,16
2017,3,9.08
2017,5,7.17
2016,3,12.62
2018,2,9.5
2018,3,9.19
2018,3,10.31
2017,2,19.78
2017,1,67
2016,3,64
2016,4,18.81
2017,1,11.92
2017,1,7.73
2017,1,8.4
2016,1,12.8
2018,1,17.33
2016,1,12
2017,6,11.27
2017,1,15
2016,1,5.75
2017,1,9.55
2016,3,16.96
2018,4,17.33
2018,3,11.22
2016,4,6.5
2016,1,9
2018,1,6.87
2017,3,12.52
2016,1,13.59
2016,2,8.36
2018,2,31
2016,3,10.74
2016,2,15.7
2018,4,20
2016,1,17.5
2016,1,14.08
2017,4,12.98
2016,1,6.57
2018,3,9.41
2017,3,13.96
2016,3,10.96
2017,2,18.68
2016,2,8.5
2017,2,10.22
2016,2,15.38
2018,2,12.83
2017,3,9.91
2017,3,8
2018,2,17.53
2017,2,13.14
2018,3,17.32
2018,3,14.84
2017,2,14.26
2018,1,12.6
2016,1,10
2017,4,6.96
2017,3,15.98
2017,2,15.53
2018,3,5.38
2018,4,36.04
2017,5,7.1
2017,3,14.05
2017,1,6.81
2016,5,2
2017,1,13.44
2017,2,13.04
2016,3,16.11
2016,4,13.28
2017,2,21
2017,2,18.5
2016,3,38
2016,6,10.89
2018,2,35
2016,6,7.91
2018,1,17
2017,1,10.88
2018,2,13.3
2016,2,19.54
2017,4,7.2
2016,4,19
2017,3,7.56
2016,1,12.88
2017,3,13.97
2017,2,15.45
2017,1,2.17
2017,2,12.13
2016,4,18.42
2018,6,11.62
2017,2,12.29
2016,4,12.71
2016,2,14
2017,5,13
2016,1,19
2016,2,14.39
2018,2,12.32
2017,2,16
2018,4,10.8
2017,4,25
2017,5,5.81
2016,3,10
2018,6,13.5
2016,4,12.75
2016,3,12.87
2016,4,12.71
2016,3,13.44
2017,5,24.29
2017,6,3
2016,4,12
2017,2,12.67
2017,1,9
2017,3,13.77
2017,4,1
2018,5,3
2017,5,7.59
2018,1,11.78
2016,1,27.5
2017,4,9.98
2017,2,11.14
2016,4,11.45
2017,2,18.8
2018,6,8.72
2017,2,8
2018,4,12.14
2016,3,10
2017,2,13.58
2017,5,17.5
2016,2,7.5
2016,2,15.44
2018,3,18.45
2018,6,11.71
2016,5,6.63
2016,1,9.11
2016,2,13
2018,3,8.14
2017,1,10.94
2016,1,16.5
2017,3,7.9
2018,2,5
2018,2,10.88
2017,1,7.64
2017,1,47
2017,5,18.55
2018,3,14.89
2017,4,2
2018,2,12.99
2016,2,15.23
2017,3,13.83
2017,6,7.35
2018,2,12.33
2016,5,11.47
2017,4,10.67
2016,6,14.1
2018,1,15
2017,2,8.5
2018,1,9.6
2016,3,13.25
2016,3,13.62
2016,2,11.1
2017,3,13.8
2018,5,18.42
2018,3,9.01
2018,1,21
2016,1,14.41
2017,2,3
2017,1,8.07
2017,6,13.8
2016,2,13.34
2016,3,6.67
2016,1,6.33
2016,3,12.05
2018,2,12.92
2018,6,8.78
2017,2,10.67
2018,3,18.63
2016,4,12.13
2017,2,13.82
2016,5,16
2017,3,11.78
2016,3,14.08
2016,4,13.14
2017,1,14.63
2016,5,9.36
2017,2,11.51
2016,4,11.85
2017,1,16.71
2016,2,11.57
2018,1,6.33
2016,2,17.41
2017,5,11.58
2017,3,35
2016,6,11.71
2018,4,8
2016,3,7.21
2018,1,9.81
